distinct_id,case when page = 'discuss_detail' then '4' when page = 'group' then '5' end,item_nid,count(1)
u:2228985,4,1c9761aa-c8d6-4f95-85ed-4049759ad4aa,1
d:1ec271fcd20f77ab0a731548f4861328216d72fe,4,5f57b01e-4792-4637-8b77-bd30fe2e8ead,1
u:802596,4,920e8527-9a27-4b68-a2e6-392d88b44e21,1
u:2314161,5,6f8b1fe6-27b5-4f34-a0a2-0f09f2e5d6e0,98
u:2341261,4,cfd24a25-4f57-48fe-a701-9f96c7290205,2
u:2178799,4,5213a045-1787-4901-b2c1-8508c5dfe222,1
u:593714,4,4ad71b8e-5b9c-4d4c-a71c-5cd25fdcaf74,2
u:2298762,4,82e44e32-fe2f-4356-a388-11d9ce99542e,1
d:33fe6d8fadc84a9ccc212337e44219050e6dbacc,4,8f921995-cbec-4039-8b18-93ac66413151,1
u:2111347,5,c6edca31-909c-449e-a07a-54496a67e1a2,2
u:2352903,5,f86b39d4-3526-11e5-92d3-3c07542d4811,6
u:16211,4,61baba65-b451-416f-9680-b5d8c8626d72,1
u:389127,4,ee918df3-6c29-42c7-aafb-8462c57d219a,1
u:932028,4,f58a60d3-56e0-42d4-a680-1ac636d266d2,1
d:693b4f6e-fffd-31a5-a100-33385790a61b,5,f86b39d4-3526-11e5-92d3-3c07542d4811,2
u:185971,4,2a0b1f17-2d5d-4b70-818d-adfdb8e8ce38,1
u:1159356,5,36616d54-b2de-43a6-94b9-1e6ad629a059,2
u:2178702,4,9609914c-1da7-4f50-8de0-180ad9ad6f91,1
u:238473,4,61baba65-b451-416f-9680-b5d8c8626d72,1
u:2165456,4,2c21f4b5-e0af-4400-9979-0ed5c0f2fc91,1
u:1458778,5,6f8b1fe6-27b5-4f34-a0a2-0f09f2e5d6e0,5
u:360771,4,02983f1b-b7d3-4ca3-8cde-aa6024bc1dba,1
u:1273570,4,72e16c11-6a9b-43b0-9164-697f33587dfd,1
u:1263108,4,35bad38d-b569-46f2-a0da-5c15b17c58d8,2
u:2020423,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
u:2314164,4,f3b128f8-358c-4ace-a54f-e04f2179ebcc,1
u:2277081,5,4ed5c498-29d5-470d-b29e-0f05c14c1fcb,2
u:2285144,4,709f5cc2-3336-48aa-a385-63317424ce6c,1
u:968490,4,02983f1b-b7d3-4ca3-8cde-aa6024bc1dba,1
u:2112326,4,eca9edd2-024d-434f-8a17-fc421d210050,1
u:2321315,5,f86b39d4-3526-11e5-92d3-3c07542d4811,7
u:2338261,4,d304d8fd-94f7-4a4a-acce-a190f4f5aa88,1
u:319983,4,05ac2fd0-45f7-4983-b07e-a9a11ef18fe8,2
u:1074010,4,910c7ee1-41a6-4175-abbf-c2fb0df13455,1
u:20049210,4,59c51625-9a3b-11e5-bc81-00ff63160e11,1
u:2348718,4,f9974b52-94b4-41fb-878b-75bab1cd60db,1
u:2278855,4,4cfcf319-8953-4045-a14d-f2fb24d3a28b,1
u:718526,4,7c1746f3-8a85-421c-8de7-bdea5280892b,1
u:149161,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,1
d:4682a970-de1f-3f01-a9c5-ae5b49b830d2,4,7040fec9-efd9-4fbb-8258-71f0cef10599,1
d:9d687d2d9f9c0e7ba53adf300ede5705ef40db25,4,3bb97ecd-0f62-4971-ad63-6834fa6eee07,2
u:2356742,4,f95b972e-989a-433a-be23-50c7733067d1,1
u:2194757,4,184d8681-67f2-439a-ba88-9e2caeabb284,1
u:2340005,4,21a5d554-81ac-4a69-9c70-41d2fc650929,1
u:2348700,4,047c76e0-f7a0-4960-89e9-3ceeeebd83d6,1
